name;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_LOGenergy;pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_LOGenergy_de;pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12];pcm_LOGenergy_de_de
'unknown';0.000000;2.791468e+01;-4.592549e+01;-1.552112e+01;1.418480e+01;-4.661435e+01;-1.240310e+01;1.388910e+01;-3.155874e+01;7.266030e-01;3.511747e+01;6.581496e+00;-1.192146e+01;1.892134e+01;1.190114e+00;-8.254570e-01;-5.066891e+00;-2.336282e+00;1.605244e-01;-2.098995e+00;6.430931e-01;-1.106359e+00;2.890665e+00;-3.402912e+00;-1.938123e+00;1.424645e+00;3.051983e-01;-1.775611e-01;-4.417392e-01;-4.402170e-01;-1.978295e-01;2.700148e-01;-9.233559e-01;7.875451e-01;1.737524e+00;-4.251321e-01;-4.187354e-01;-3.044507e-01;-6.387010e-01;1.855498e-01
'unknown';0.010000;3.175249e+01;-5.092699e+01;-2.481385e+01;1.146164e+01;-4.848879e+01;-1.527950e+01;1.536804e+01;-4.163350e+01;1.389129e+01;2.736369e+01;2.004103e+00;-4.075516e+00;1.923759e+01;9.685079e-01;-1.005767e+00;-6.526666e+00;-3.045219e+00;1.044788e+00;-4.257499e+00;2.261086e+00;3.143561e+00;2.850729e+00;-4.359327e+00;-2.095716e+00;4.685995e-01;7.495950e-01;-4.555556e-01;-7.011193e-01;2.369404e-01;1.894398e-01;4.102866e-01;-3.982606e-01;1.223351e+00;2.482505e+00;-1.175918e+00;-6.051750e-02;-4.880230e-01;-1.194453e+00;2.055643e-01
'unknown';0.020000;3.194634e+01;-4.755202e+01;-3.620921e+01;3.864966e+00;-4.487451e+01;-2.145988e+01;1.636510e+01;-3.205316e+01;8.597585e+00;2.197980e+01;-8.204207e-01;-8.721200e+00;2.028921e+01;4.131123e-01;-2.943998e+00;-6.538088e+00;-2.970962e+00;1.068467e+00;-5.636523e+00;3.771822e+00;5.456302e+00;7.849728e-01;-5.018382e+00;-3.381579e+00;-1.290837e+00;1.010749e+00;-7.559583e-01;-7.956538e-01;1.505560e+00;6.607311e-01;3.419892e-01;1.153216e+00;1.103432e+00;1.970461e+00;-1.282136e+00;6.954204e-01;-5.543443e-01;-1.223884e+00;8.891545e-02
'unknown';0.030000;3.074138e+01;-5.014106e+01;-3.781040e+01;4.118617e+00;-4.226033e+01;-2.916221e+01;2.395653e+01;-1.559373e+01;1.104476e+01;1.988967e+01;-1.961291e-01;-1.117859e+01;2.198538e+01;-6.991627e-01;-3.271783e+00;-3.146590e+00;-1.071744e+00;1.757986e+00;-2.321535e+00;5.195486e+00;8.024837e+00;-1.936081e+00;-2.897765e+00;-3.656509e+00;-3.189877e+00;9.802446e-01;-8.435694e-01;-5.276910e-01;2.342038e+00;9.091544e-01;-1.954691e-01;2.711612e+00;2.139695e-01;-1.330775e-01;-9.822329e-01;1.553502e+00;-8.861890e-01;-8.166169e-01;-1.395738e-01
'unknown';0.040000;3.048579e+01;-6.103845e+01;-4.171328e+01;3.001500e+00;-4.438625e+01;-3.364436e+01;2.845397e+01;-1.729712e+01;6.074734e+00;1.376258e+01;-9.226284e+00;-1.482410e+01;2.260119e+01;-1.755842e+00;-3.670718e+00;7.708725e-01;-1.936469e-02;1.513871e+00;2.699104e+00;4.693051e+00;6.305311e+00;-1.126612e+00;-6.565916e-01;-3.929448e+00;-2.865535e+00;6.344507e-01;-8.000375e-01;3.154696e-01;2.298269e+00;7.083859e-01;-3.191124e-01;2.904825e+00;-9.092106e-01;-1.113749e+00;1.179282e-01;1.937474e+00;-4.103203e-01;-1.111850e-01;-2.614271e-01
'unknown';0.050000;2.898695e+01;-6.054270e+01;-3.779476e+01;6.534651e+00;-3.994299e+01;-2.079493e+01;3.530103e+01;-8.887339e+00;5.472309e+00;1.698348e+01;-1.207551e+01;-1.697345e+01;2.298282e+01;-2.164862e+00;-3.280862e+00;1.529046e+00;2.475400e-02;-1.552597e-01;5.132747e+00;2.870319e+00;2.053668e+00;-1.104643e+00;1.227286e+00;-6.252727e+00;-2.827136e+00;2.398752e-01;-3.890401e-01;3.954905e-01;1.198392e+00;1.913727e-01;-7.279717e-01;9.817730e-01;-1.734567e+00;-1.671394e+00;1.174798e+00;1.272906e+00;-1.739931e-01;6.994058e-01;-2.580602e-01
'unknown';0.060000;2.404435e+01;-6.070480e+01;-3.236266e+01;2.560126e+00;-3.846382e+01;-1.214801e+01;3.415811e+01;-3.879800e+00;5.750750e+00;2.014994e+01;-1.452797e+01;-2.015144e+01;2.296275e+01;-2.854226e+00;-1.362110e+00;2.615440e+00;2.271905e-02;4.295277e-01;5.160462e+00;3.883530e-01;2.873142e+00;9.588947e-01;2.606463e+00;-4.135072e+00;-2.028132e+00;7.379837e-02;1.524291e-02;4.484504e-01;2.548422e-01;-3.481630e-02;-7.300801e-01;-1.091102e+00;-1.682528e+00;-7.906850e-01;1.515569e+00;2.570565e-01;1.704703e-01;9.567181e-01;-1.697546e-01
'unknown';0.070000;2.313780e+01;-6.671220e+01;-3.484048e+01;4.463074e+00;-4.599784e+01;-1.424666e+01;3.545606e+01;-1.203405e+01;5.683533e+00;2.283242e+01;-2.880892e+01;-2.265060e+01;2.300398e+01;-2.095171e+00;-2.448634e+00;1.923087e+00;-1.359219e-01;-1.339700e+00;1.356651e+00;-1.325001e+00;1.383953e+00;2.895156e+00;1.835240e+00;-4.423663e+00;-1.115486e-01;-2.973022e-02;4.397386e-01;1.626870e-01;1.303396e-01;-1.121457e-01;-8.868642e-01;-1.993893e+00;-1.168619e+00;1.289047e-01;1.333510e+00;-8.388916e-01;6.178623e-01;1.205519e+00;-8.837219e-02
'unknown';0.080000;1.913924e+01;-6.476425e+01;-3.011323e+01;4.150884e+00;-3.921118e+01;-1.111619e+01;3.031822e+01;-1.358054e+00;1.076360e+01;2.387042e+01;-2.153494e+01;-2.212619e+01;2.295960e+01;-1.714473e+00;-1.844580e+00;1.848063e+00;-1.131083e-01;-1.544309e+00;-8.683580e-01;-1.621931e+00;2.686744e+00;4.451332e+00;3.247143e-01;-3.991628e+00;5.602619e-01;-7.951965e-02;9.255685e-01;-1.119844e-01;1.168135e-01;6.690295e-02;-1.626848e+00;-1.958665e+00;-6.510000e-01;-1.357308e-01;4.323742e-01;-1.066118e+00;5.668052e-01;1.164803e+00;-4.347246e-02
'unknown';0.090000;2.096365e+01;-7.075614e+01;-2.930404e+01;5.059663e+00;-4.626781e+01;-1.452759e+01;3.059597e+01;-3.228446e+00;1.744167e+01;2.429944e+01;-3.069034e+01;-1.654382e+01;2.283574e+01;-5.360453e-01;-2.226192e+00;2.564433e+00;-4.680607e-01;-3.602662e+00;-1.822310e+00;-1.967632e+00;2.791391e+00;3.816690e+00;-1.826297e+00;-3.235137e+00;1.906261e+00;-1.253267e-01;9.331664e-01;4.855856e-01;2.592572e-01;2.630163e-01;-1.455276e+00;-1.267677e+00;-2.506869e-01;-2.392624e-01;-6.764170e-01;-6.527602e-01;1.525966e+00;7.960013e-01;-1.002724e-02
'unknown';0.100000;1.655906e+01;-6.790572e+01;-2.589057e+01;1.696290e+00;-4.605038e+01;-1.634933e+01;2.847849e+01;5.151117e+00;2.212834e+01;2.104000e+01;-3.354540e+01;-2.040352e+01;2.264927e+01;9.940538e-01;-2.033253e+00;2.878834e+00;5.233032e-01;-6.573230e+00;-3.043383e+00;-2.545331e+00;1.490769e+00;2.659999e+00;-8.933605e-01;-1.895308e+00;2.786979e+00;-9.576569e-02;7.768081e-01;7.730352e-01;2.719096e-01;2.819237e-01;-1.192601e+00;-1.121164e+00;-1.547205e-01;-1.286130e+00;-1.597648e+00;-4.518851e-01;2.366854e+00;5.678512e-01;1.088766e-02
'unknown';0.110000;2.174766e+01;-7.627242e+01;-2.412965e+01;3.350068e+00;-6.059155e+01;-2.074163e+01;2.653776e+01;-1.331682e+00;1.908461e+01;1.511614e+01;-3.897938e+01;-1.398062e+01;2.253252e+01;1.216398e+00;7.363053e-02;2.703988e+00;8.609537e-01;-6.101621e+00;-3.894222e+00;-2.116735e+00;7.856288e-01;4.087376e-01;-8.195242e-01;2.158009e+00;2.755099e+00;-7.174339e-02;2.426217e-01;1.421766e+00;3.714409e-01;1.896562e-01;1.985807e-01;-9.134918e-01;2.388808e-01;-1.845271e+00;-1.398719e+00;-3.997905e-01;2.854012e+00;3.575635e-01;2.557545e-02
'unknown';0.120000;2.371750e+01;-7.217238e+01;-1.830625e+01;7.622197e+00;-6.491546e+01;-2.322608e+01;1.962067e+01;5.147408e+00;2.324212e+01;2.399527e+01;-2.686696e+01;-9.472886e+00;2.263239e+01;1.293346e+00;8.706848e-01;3.137833e+00;6.320032e-01;-6.257835e+00;-5.438224e+00;-2.320982e+00;-2.741026e+00;-1.832931e+00;-2.438098e+00;5.146071e+00;2.975099e+00;-5.187302e-02;-2.014923e-01;1.442653e+00;4.827017e-01;-7.742853e-02;1.579225e+00;-4.231763e-01;3.553470e-01;-1.783800e+00;-7.241880e-01;-6.290736e-01;1.841198e+00;8.863618e-02;1.304565e-02
'unknown';0.130000;2.346642e+01;-6.825466e+01;-1.957626e+01;6.401478e+00;-6.734338e+01;-3.056032e+01;2.444121e+01;7.015530e-01;1.892847e+01;1.872419e+01;-2.323952e+01;-8.233641e+00;2.248547e+01;5.274170e-01;3.430670e+00;4.292138e+00;4.258701e-01;-2.767456e+00;-5.192349e+00;-8.854027e-01;-4.319068e+00;-9.304387e-01;-3.052881e+00;7.514235e+00;3.600019e+00;-1.939583e-02;-9.568027e-02;7.511809e-01;5.104006e-01;1.880348e-01;2.299232e+00;6.595821e-01;-3.407433e-02;-1.205809e+00;2.202044e-01;-5.656719e-04;-2.691701e-01;-7.194538e-01;-2.023167e-02
'unknown';0.140000;2.216641e+01;-6.756118e+01;-1.247809e+01;3.330601e+00;-7.396365e+01;-3.863111e+01;1.792186e+01;-9.570631e+00;1.304176e+01;7.045493e+00;-1.568497e+01;-8.401521e+00;2.241343e+01;3.310829e-01;3.501493e+00;4.498268e+00;3.537022e-01;-3.441857e-01;-4.510201e+00;-1.384263e+00;-4.875882e+00;-2.913534e-01;-2.922050e+00;4.632567e+00;2.807700e+00;-5.671120e-02;1.366683e-01;4.090138e-01;6.414890e-03;2.469218e-01;2.752211e+00;2.258322e+00;-1.027939e-01;5.536408e-02;6.898752e-01;1.031067e+00;-2.096370e+00;-1.854729e+00;-7.196517e-02
'unknown';0.150000;2.516030e+01;-6.142467e+01;-5.583038e+00;7.625216e+00;-6.990474e+01;-3.900086e+01;2.296015e+01;-1.556801e+01;1.953259e+01;8.326624e+00;-6.999197e+00;3.483790e+00;2.254502e+01;1.219129e+00;2.514131e+00;4.575773e+00;1.940278e+00;2.437717e+00;-1.060323e+00;-2.755467e+00;-4.175986e+00;7.389706e-01;-5.803765e-01;1.068910e+00;-7.584707e-01;-1.704826e-01;2.376697e-01;-3.934348e-01;-1.062296e+00;8.649364e-02;1.931177e+00;3.105072e+00;-3.756958e-02;8.689733e-01;-9.993379e-02;8.404343e-01;-3.691137e+00;-2.662896e+00;-1.263601e-01
'unknown';0.160000;2.452598e+01;-5.807991e+01;-2.811524e+00;8.778839e+00;-6.535571e+01;-4.155681e+01;1.343988e+01;-1.109722e+01;2.148329e+01;1.458380e+01;-1.182428e+01;-1.293099e+00;2.231906e+01;1.630832e+00;3.374024e+00;3.028090e+00;1.109408e+00;4.900632e+00;3.787374e+00;-1.899920e+00;-2.535747e+00;7.817402e-01;1.480986e+00;-2.113118e+00;-4.119299e+00;-3.361555e-01;-1.237090e-01;-1.000422e+00;-2.025274e+00;-4.005281e-02;1.273280e+00;2.940496e+00;9.719766e-01;1.084636e+00;-1.371280e+00;-2.453166e-01;-3.448080e+00;-1.788522e+00;-1.270366e-01
'unknown';0.170000;2.838228e+01;-6.042464e+01;-1.530682e+00;1.337875e+01;-5.945876e+01;-3.439908e+01;1.290486e+01;-1.941508e+01;1.840256e+01;1.205315e+01;-1.982531e+01;-1.558020e+01;2.168024e+01;1.065891e+00;1.527231e+00;-2.842525e-01;4.804854e-01;4.266022e+00;6.184223e+00;-8.154221e-01;-1.144270e+00;-1.966654e+00;-1.052228e+00;-7.568606e+00;-6.250959e+00;-5.114744e-01;-4.883246e-01;-1.285141e+00;-2.142493e+00;2.649466e-02;4.074935e-01;1.389714e+00;1.619273e+00;1.182331e+00;-1.839453e+00;-7.567853e-01;-2.224867e+00;3.424241e-01;-7.889990e-02
'unknown';0.180000;2.870958e+01;-5.119107e+01;6.361794e-01;6.000876e+00;-5.468347e+01;-2.199513e+01;1.344990e+01;-2.032582e+01;1.751548e+01;1.258716e+01;-1.983751e+01;-1.946602e+01;2.116504e+01;-2.108435e-01;-1.007165e+00;-3.198090e+00;8.833345e-01;5.108064e+00;6.570008e+00;2.505598e+00;-9.685602e-01;-5.794940e+00;-3.912707e+00;-8.289073e+00;-3.388668e+00;-5.213982e-01;-5.990202e-01;-1.609252e+00;-1.325389e+00;4.435267e-01;-4.209149e-01;-3.503759e-01;9.363871e-01;7.384361e-01;-4.579090e-01;-9.495707e-02;-7.778044e-02;2.234867e+00;-9.798432e-03
'unknown';0.190000;2.839795e+01;-5.723293e+01;-8.728152e+00;1.141663e+01;-5.391075e+01;-1.786058e+01;1.887803e+01;-1.667505e+01;1.168323e+01;4.063804e+00;-4.083562e+01;-1.868454e+01;2.056465e+01;-3.016563e-01;-1.720980e+00;-3.023602e+00;2.185788e+00;4.371469e+00;4.496932e+00;3.138138e+00;9.520766e-01;-5.169957e+00;-1.667456e+00;-6.967447e+00;5.883341e-01;-4.723608e-01;-4.670334e-01;-7.273509e-01;-6.327693e-02;1.183364e-02;-9.344290e-01;-1.805975e+00;-3.941409e-01;7.523122e-01;1.647825e+00;1.363302e+00;3.152607e+00;3.078280e+00;4.900721e-02
'unknown';0.200000;2.346393e+01;-6.471159e+01;-1.520324e+01;1.417657e+01;-4.258939e+01;-1.697602e+01;2.298129e+01;-1.731004e+01;-4.131747e+00;-9.850636e-01;-4.276449e+01;-1.668427e+01;2.026986e+01;-6.804953e-01;-3.048133e+00;-2.229179e+00;2.474390e+00;2.743335e+00;2.879140e+00;8.052353e-01;1.082607e-01;9.384632e-02;1.313815e+00;-2.802600e+00;3.635387e+00;-4.047045e-01;-3.914565e-03;3.939308e-01;1.049110e+00;-7.044392e-01;-1.936424e+00;-2.126958e+00;-1.473196e+00;4.358752e-01;2.844479e+00;1.966779e+00;4.191157e+00;2.105173e+00;6.228052e-02
'unknown';0.210000;2.949682e+01;-6.226929e+01;-8.728984e+00;2.021984e+01;-4.364846e+01;-1.442398e+01;2.382986e+01;-1.616260e+01;3.376389e+00;1.050198e+01;-4.319905e+01;-1.402941e+01;1.976603e+01;-1.034450e+00;-1.089040e+00;-1.085092e+00;-2.558742e-01;7.762409e-01;-1.000217e+00;-1.935946e+00;2.078881e+00;3.328078e+00;3.151020e+00;5.451194e+00;5.628412e+00;-3.247852e-01;-2.871269e-03;7.255701e-01;1.252612e+00;-1.012658e+00;-1.605228e+00;-1.107912e+00;-1.201312e+00;-2.676634e-01;1.600841e+00;9.527408e-01;3.273538e+00;5.632131e-01;4.797681e-02
'unknown';0.220000;2.475767e+01;-6.391356e+01;-1.050930e+01;1.397122e+01;-4.609794e+01;-9.317735e+00;1.500016e+01;-2.004075e+01;2.213813e+01;1.593715e+01;-3.266879e+01;-3.616654e+00;1.954083e+01;1.359806e-01;6.465187e-01;1.078206e+00;-1.418031e+00;-2.776442e+00;-1.316207e+00;-2.323339e+00;6.474136e-01;4.178435e+00;3.511948e+00;6.457392e+00;4.617158e+00;-2.837833e-01;1.914550e-01;7.667767e-01;1.280411e+00;-6.101775e-02;-2.737584e-01;5.549813e-01;5.205476e-01;-8.673215e-03;-9.364006e-01;-7.696437e-01;3.392314e-01;-1.219814e+00;1.696417e-02
'unknown';0.230000;2.257883e+01;-6.307714e+01;-1.650058e+01;1.023993e+01;-4.827527e+01;-2.669081e+01;1.318886e+01;-4.915290e+00;1.518868e+01;1.135780e+01;-1.862749e+01;2.923711e+00;1.930524e+01;-7.242506e-01;5.954437e-02;1.585767e+00;-9.312906e-01;-8.947861e-01;1.055044e+00;-1.304134e+00;-6.558169e-01;7.919515e-01;1.997181e+00;4.770249e+00;2.913514e+00;-2.929373e-01;1.865939e-01;1.160968e-01;1.065302e+00;1.420684e+00;1.161753e+00;2.171752e+00;1.662271e+00;-4.963016e-01;-2.268495e+00;-1.747204e+00;-2.525271e+00;-2.558729e+00;-6.468802e-04
'unknown';0.240000;2.760283e+01;-6.107507e+01;-5.926406e+00;1.207638e+01;-5.415820e+01;-1.742364e+01;1.668509e+01;-1.969662e+01;1.085429e+01;1.614677e+01;-2.276331e+01;-2.075039e+00;1.908133e+01;1.216799e-01;2.114590e-01;2.837446e+00;2.507010e+00;2.210056e+00;4.626416e+00;3.092067e+00;1.432244e+00;-3.320094e+00;-1.957484e+00;-7.659706e-01;-1.106235e+00;-3.358076e-01;3.709930e-03;-7.535362e-03;2.327351e-01;1.571802e+00;2.030513e+00;1.294936e+00;1.426818e+00;4.653591e-01;-1.835689e+00;-1.895021e+00;-2.582319e+00;-2.546622e+00;2.678257e-02
'unknown';0.250000;2.445299e+01;-6.339082e+01;-3.091599e+00;1.651081e+01;-4.409226e+01;-5.095809e+00;1.646673e+01;-1.961374e+01;1.297807e+01;2.038308e+01;-2.430054e+01;-2.326498e-01;1.853109e+01;-9.433021e-02;-2.910259e-01;3.361800e+00;4.885027e+00;4.091756e+00;6.887231e+00;3.667705e+00;-7.950417e-01;-4.265133e+00;-2.850284e+00;-3.563480e+00;-4.303535e+00;-3.020075e-01;3.011124e-01;4.548095e-01;-2.856198e-01;4.020847e-01;2.212941e-01;-1.013572e+00;8.537380e-02;-6.803322e-02;-3.091589e-01;-1.163704e+00;-1.391144e+00;-1.817685e+00;1.202098e-01
'unknown';0.260000;2.442899e+01;-6.269943e+01;-3.026561e+00;2.337083e+01;-3.713916e+01;3.016842e+00;2.882157e+01;-5.530304e+00;6.642966e+00;1.637087e+00;-3.366212e+01;-7.569651e+00;1.824887e+01;-1.604300e-01;7.841271e-01;1.353865e+00;3.532820e+00;4.882850e+00;2.242381e+00;2.324832e+00;3.043822e+00;-2.471469e+00;-3.539427e+00;-2.287337e+00;-4.507429e+00;-1.453354e-01;3.387960e-01;9.153028e-01;-4.971886e-01;-1.112088e+00;-1.839267e+00;-3.781261e+00;-2.176380e+00;-1.156525e+00;1.026817e+00;2.045665e-01;8.374075e-01;-1.747069e-01;2.317966e-01
'unknown';0.270000;2.369410e+01;-6.372009e+01;-1.141505e+00;2.901784e+01;-3.632600e+01;-2.474893e+00;2.545915e+01;-1.597366e+01;-4.031329e+00;4.361217e+00;-3.099549e+01;-1.584666e+01;1.821144e+01;9.223661e-01;2.047258e+00;8.994583e-01;5.662273e-01;-1.124712e+00;-2.820796e+00;-4.936470e-01;-1.801772e+00;-1.178155e+00;-3.030365e+00;-1.424788e+00;-4.474316e+00;2.128754e-01;4.442903e-01;9.064390e-01;-2.093475e-01;-1.492309e+00;-3.081218e+00;-4.986217e+00;-2.443293e+00;-1.056547e+00;1.485808e+00;8.767190e-01;1.814065e+00;9.976882e-01;2.667772e-01
'unknown';0.280000;2.718012e+01;-5.698979e+01;-1.321277e-01;2.348696e+01;-3.362708e+01;-7.522190e+00;2.381304e+01;-6.297558e+00;7.001638e+00;6.460563e+00;-3.085252e+01;-1.680518e+01;1.851448e+01;1.307311e+00;3.618831e+00;1.582674e+00;-8.940302e-01;-4.378045e+00;-9.425878e+00;-5.709157e+00;-3.847019e+00;2.705046e-01;-8.446106e-01;2.351721e+00;-1.894380e+00;5.657339e-01;3.209491e-01;1.511739e-01;8.905305e-02;-4.148279e-01;-2.212103e+00;-3.298743e+00;-2.041561e+00;-1.719517e+00;9.684321e-01;1.245123e+00;1.826830e+00;1.434956e+00;1.655011e-01
'unknown';0.290000;2.768925e+01;-5.600935e+01;-4.152394e-02;1.928388e+01;-5.147187e+01;-1.393027e+01;1.650276e+01;-2.823898e+01;6.907957e+00;2.819514e+00;-3.282928e+01;-1.798646e+01;1.946266e+01;1.393251e+00;2.823817e+00;2.200657e+00;-3.630932e-01;-6.683888e+00;-1.220973e+01;-4.531766e+00;-2.632354e+00;1.792922e+00;1.859028e-01;3.187317e+00;-6.216191e-01;6.763441e-01;-1.232710e-01;-2.165997e-01;-3.085762e-01;6.320437e-01;8.422298e-01;-1.087349e-01;-3.999459e-01;3.715977e-01;9.915283e-02;1.392898e+00;1.539582e+00;1.440989e+00;-6.609932e-02
'unknown';0.300000;2.896797e+01;-4.846065e+01;4.336819e+00;2.376766e+01;-5.145646e+01;-3.838485e+01;4.753977e+00;-1.863274e+01;2.525846e+00;-1.815114e+00;-2.098662e+01;-1.597165e+01;2.045193e+01;1.208874e+00;1.151717e+00;1.148531e+00;1.923341e+00;-3.398078e+00;-9.556869e+00;-5.863912e+00;-5.138474e+00;8.851525e-01;1.078052e+00;4.540759e+00;7.410048e-01;4.504358e-01;-3.126584e-01;-5.278624e-01;-8.993524e-01;4.899091e-01;2.300916e+00;3.907326e+00;1.609003e+00;7.306485e-01;-5.966679e-01;6.571010e-01;1.413510e-01;1.120604e+00;-2.900618e-01
'unknown';0.310000;2.976643e+01;-5.386558e+01;7.627309e+00;2.706203e+01;-6.083076e+01;-4.809219e+01;1.232985e+01;-2.296784e+01;7.171179e+00;9.428569e+00;-1.999185e+01;-1.937152e+01;2.062443e+01;3.552299e-01;2.197816e+00;-4.263510e-01;2.317760e+00;2.596453e+00;-3.298975e+00;-2.415999e+00;7.019438e-01;-9.897148e-01;2.972791e+00;5.178601e+00;1.412937e+00;-5.997219e-02;-2.454682e-01;-2.359973e-01;-1.115503e+00;2.561978e-02;2.627059e+00;5.205547e+00;1.742730e+00;6.839074e-01;-8.710415e-01;-1.729399e-01;-8.049949e-01;6.010327e-01;-3.608652e-01
'unknown';0.320000;3.218590e+01;-5.230309e+01;1.776110e+00;2.921459e+01;-4.593802e+01;-3.822557e+01;-3.420063e+00;-3.462550e+01;1.129579e+01;8.546294e+00;-1.456744e+01;-1.240763e+01;2.018577e+01;2.630297e-01;1.292520e+00;-1.600584e+00;2.150885e-01;2.486364e+00;5.655380e+00;1.277976e+00;-1.860926e+00;-1.321517e+00;1.047450e+00;2.062834e+00;2.691363e+00;-5.164169e-01;-1.970000e-01;-1.792450e-01;-3.569847e-01;-3.827335e-01;6.629253e-01;3.265732e+00;1.984130e+00;9.227356e-01;-8.241022e-01;-4.367295e-01;-1.463387e+00;-4.491890e-01;-2.575414e-01
'unknown';0.330000;2.785644e+01;-4.309904e+01;-8.929245e-01;2.814921e+01;-4.124882e+01;-3.050479e+01;8.509782e+00;-1.673288e+01;-2.425589e+00;1.250277e+01;-1.014587e+01;-1.270379e+01;1.929587e+01;6.388317e-01;1.573429e+00;-2.002299e+00;6.191320e-01;3.509183e+00;6.211883e+00;6.109420e-01;-8.515909e-01;-1.458950e+00;-6.634960e-01;4.013053e-01;1.408365e+00;-6.445554e-01;-2.916805e-02;-8.495552e-01;3.066144e-02;-6.189873e-01;-1.001273e+00;6.043150e-01;5.542290e-01;-7.184870e-01;-2.800594e-01;-8.104941e-01;-1.457965e+00;-7.046638e-01;-7.310534e-02
'unknown';0.340000;3.123811e+01;-4.738132e+01;5.940161e-01;2.429951e+01;-4.881561e+01;-1.890165e+01;1.305389e+01;-3.105485e+01;7.166460e-01;1.885038e+00;-1.559544e+01;-5.848699e+00;1.853412e+01;8.207264e-02;5.676853e-01;1.515813e-01;8.589878e-01;-5.398159e-01;2.016363e+00;2.543268e+00;2.519716e-01;-3.000741e+00;7.125479e-01;-3.875294e-01;-1.502654e+00;-5.449793e-01;-1.356371e-01;-6.957005e-01;-7.407112e-02;-4.003771e-01;-6.254522e-01;-1.279366e+00;-3.275580e-01;6.263280e-03;1.516670e-01;-2.042476e-02;6.712079e-03;-3.658773e-01;9.180961e-02
'unknown';0.350000;3.343448e+01;-4.845932e+01;-1.793137e+00;3.261523e+01;-4.184605e+01;-2.669474e+01;7.147585e+00;-2.901111e+01;5.165999e+00;9.441717e+00;-1.747133e+01;-1.560916e+01;1.822748e+01;2.998682e-01;-1.687542e+00;-1.149126e+00;-1.099126e+00;-8.968204e-01;1.542108e+00;-2.775003e-01;-3.946940e+00;-1.550400e+00;-9.122279e-01;-8.860423e-01;-1.337280e-02;-4.112177e-01;-5.957323e-02;-3.245396e-01;-2.310327e-01;-5.166598e-01;-3.306601e-01;-7.481676e-01;6.920771e-02;1.020673e-01;1.205052e+00;4.868801e-01;8.085729e-01;2.644169e-01;1.829154e-01
'unknown';0.360000;2.980724e+01;-4.678453e+01;2.984123e+00;3.127652e+01;-4.833849e+01;-3.004878e+01;9.977377e+00;-2.722652e+01;-7.503706e+00;1.363956e+01;-1.284236e+01;-1.846821e+01;1.799507e+01;-2.456741e-01;-5.554966e-01;-2.397526e+00;-9.276680e-01;1.562104e+00;1.593439e+00;8.440681e-02;-2.819349e-01;-5.174567e-01;1.069692e+00;2.740068e+00;1.572845e+00;-1.740377e-01;2.094807e-01;5.029920e-01;-7.566347e-01;-5.081378e-01;7.235938e-01;-2.351187e-01;-2.545681e-01;5.280145e-01;2.103438e+00;7.693971e-01;1.119623e+00;4.050263e-01;2.714646e-01
'unknown';0.370000;3.007121e+01;-5.183515e+01;-7.833609e+00;1.916507e+01;-4.597148e+01;-1.722069e+01;8.660538e+00;-3.838174e+01;-6.067413e+00;2.064367e+00;-1.595262e+01;-6.460895e+00;1.750931e+01;5.048389e-01;5.123218e-01;-1.882908e+00;-1.070839e+00;8.049221e-01;2.682507e+00;2.186411e+00;-7.430115e-02;3.324668e+00;1.592332e+00;2.880372e+00;1.192700e+00;8.455086e-02;2.428006e-01;1.191714e+00;-8.894724e-01;-2.277891e-01;3.502763e-01;-1.525348e+00;-2.881112e-01;1.283306e+00;1.560519e+00;1.303653e+00;1.269924e+00;-5.136268e-01;3.501379e-01
